N,aimed_PNbig,Nbig,Nsmall,NA,aimed_PAbig,NAbig,NAsmall,NBbig,NBsmall,PA,PAbig,PNbig,PABbig,PABsmall,diff_PAB_bigsmall,congruent,cong_tr_ix,side_cloud1,trial_family,total_elem,total_shapeA,total_shapeB,prop_shapeA_total,elem1,shapeA1,shapeB1,elem2,shapeA2,shapeB2,prop_elem_L_R,prop_shapeA_L_R,trial_ix,stimulus_type,resp_type,block_type,left_opt_best,best_opt,left_best,best_resp,trial_nb,block_nb,block_length,elem_look_at,resp_modality,switch_family,switch_type,same_resp_as_previous,transition_trials,transition_stimulus,transition_response,allow_break
85,0.54,46,39,37,0.54,20,17,26,22,0.435294117647059,0.540540540540541,0.541176470588235,0.769230769230769,0.772727272727273,-0.00349650349650343,1,44,1,100,85,37,48,0.435294117647059,46,20,26,39,17,22,0.541176470588235,0.540540540540541,100,1,1,1,1,1,1,1,165,23,5,0,0,0,0,0,0,0,0,0
75,0.54,41,34,40,0.46,18,22,23,12,0.533333333333333,0.45,0.546666666666667,0.782608695652174,1.83333333333333,-1.05072463768116,0,25,2,25,75,40,35,0.533333333333333,34,22,12,41,18,23,0.453333333333333,0.55,249,2,1,2,1,1,1,1,166,24,6,1,0,1,1,1,1,1,0,0
65,0.52,34,31,35,0.56,20,15,14,16,0.538461538461538,0.571428571428571,0.523076923076923,1.42857142857143,0.9375,0.491071428571429,1,6,1,62,65,35,30,0.538461538461538,34,20,14,31,15,16,0.523076923076923,0.571428571428571,286,2,1,2,1,1,1,1,167,24,6,1,0,0,0,1,0,0,0,0
85,0.52,45,40,46,0.56,26,20,19,20,0.541176470588235,0.565217391304348,0.529411764705882,1.36842105263158,1,0.368421052631579,1,40,2,96,85,46,39,0.541176470588235,40,20,20,45,26,19,0.470588235294118,0.434782608695652,320,2,1,2,0,2,0,2,168,24,6,1,0,0,0,0,0,0,0,0
75,0.54,41,34,42,0.48,20,22,21,12,0.56,0.476190476190476,0.546666666666667,0.952380952380952,1.83333333333333,-0.880952380952381,0,24,2,24,75,42,33,0.56,34,22,12,41,20,21,0.453333333333333,0.523809523809524,248,2,1,2,1,1,1,1,169,24,6,1,0,0,0,0,0,0,0,0
65,0.54,36,29,27,0.54,15,12,21,17,0.415384615384615,0.555555555555556,0.553846153846154,0.714285714285714,0.705882352941177,0.00840336134453779,1,8,1,64,65,27,38,0.415384615384615,36,15,21,29,12,17,0.553846153846154,0.555555555555556,288,2,1,2,1,1,1,1,170,24,6,1,0,0,0,1,0,0,0,0
75,0.52,39,36,24,0.46,11,13,28,23,0.32,0.458333333333333,0.52,0.392857142857143,0.565217391304348,-0.172360248447205,0,13,2,13,75,24,51,0.32,36,13,23,39,11,28,0.48,0.541666666666667,237,2,1,2,1,1,1,1,171,24,6,1,0,0,0,1,0,0,0,1
75,0.52,39,36,41,0.56,23,18,16,18,0.546666666666667,0.560975609756098,0.52,1.4375,1,0.4375,1,19,1,75,75,41,34,0.546666666666667,39,23,16,36,18,18,0.52,0.560975609756098,75,1,1,1,1,1,1,1,172,25,5,0,0,1,2,1,1,1,0,0
85,0.52,45,40,37,0.46,17,20,28,20,0.435294117647059,0.459459459459459,0.529411764705882,0.607142857142857,1,-0.392857142857143,0,36,2,36,85,37,48,0.435294117647059,40,20,20,45,17,28,0.470588235294118,0.540540540540541,36,1,1,1,0,2,0,2,173,25,5,0,0,0,0,0,0,0,0,0
85,0.56,48,37,44,0.54,24,20,24,17,0.517647058823529,0.545454545454545,0.564705882352941,1,1.17647058823529,-0.176470588235294,1,55,1,111,85,44,41,0.517647058823529,48,24,24,37,20,17,0.564705882352941,0.545454545454545,111,1,1,1,1,1,1,1,174,25,5,0,0,0,0,0,0,0,0,0
85,0.56,48,37,35,0.54,19,16,29,21,0.411764705882353,0.542857142857143,0.564705882352941,0.655172413793103,0.761904761904762,-0.106732348111658,1,52,1,108,85,35,50,0.411764705882353,48,19,29,37,16,21,0.564705882352941,0.542857142857143,108,1,1,1,1,1,1,1,175,25,5,0,0,0,0,1,0,0,0,0
85,0.52,45,40,38,0.52,20,18,25,22,0.447058823529412,0.526315789473684,0.529411764705882,0.8,0.818181818181818,-0.0181818181818182,1,35,2,91,85,38,47,0.447058823529412,40,18,22,45,20,25,0.470588235294118,0.473684210526316,91,1,1,1,0,2,0,2,176,25,5,0,0,0,0,0,0,0,0,0
85,0.54,46,39,35,0.56,20,15,26,24,0.411764705882353,0.571428571428571,0.541176470588235,0.769230769230769,0.625,0.144230769230769,1,45,2,101,85,35,50,0.411764705882353,39,15,24,46,20,26,0.458823529411765,0.428571428571429,213,1,2,3,0,2,1,1,177,26,10,0,1,2,3,0,1,0,1,0
65,0.52,34,31,28,0.44,12,16,22,15,0.430769230769231,0.428571428571429,0.523076923076923,0.545454545454545,1.06666666666667,-0.521212121212121,0,3,1,3,65,28,37,0.430769230769231,34,12,22,31,16,15,0.523076923076923,0.428571428571429,115,1,2,3,1,1,0,2,178,26,10,0,1,0,0,0,0,0,0,0
65,0.54,36,29,26,0.56,15,11,21,18,0.4,0.576923076923077,0.553846153846154,0.714285714285714,0.611111111111111,0.103174603174603,1,9,1,65,65,26,39,0.4,36,15,21,29,11,18,0.553846153846154,0.576923076923077,177,1,2,3,1,1,0,2,179,26,10,0,1,0,0,1,0,0,0,0
65,0.54,36,29,28,0.48,13,15,23,14,0.430769230769231,0.464285714285714,0.553846153846154,0.565217391304348,1.07142857142857,-0.506211180124224,0,7,2,7,65,28,37,0.430769230769231,29,15,14,36,13,23,0.446153846153846,0.535714285714286,119,1,2,3,0,2,1,1,180,26,10,0,1,0,0,0,0,0,0,0
85,0.54,46,39,38,0.52,20,18,26,21,0.447058823529412,0.526315789473684,0.541176470588235,0.769230769230769,0.857142857142857,-0.0879120879120878,1,43,1,99,85,38,47,0.447058823529412,46,20,26,39,18,21,0.541176470588235,0.526315789473684,211,1,2,3,1,1,0,2,181,26,10,0,1,0,0,0,0,0,0,0
85,0.56,48,37,42,0.56,24,18,24,19,0.494117647058824,0.571428571428571,0.564705882352941,1,0.947368421052632,0.0526315789473685,1,56,1,112,85,42,43,0.494117647058824,48,24,24,37,18,19,0.564705882352941,0.571428571428571,224,1,2,3,1,1,0,2,182,26,10,0,1,0,0,1,0,0,0,0
65,0.52,34,31,38,0.48,18,20,16,11,0.584615384615385,0.473684210526316,0.523076923076923,1.125,1.81818181818182,-0.693181818181818,0,4,2,4,65,38,27,0.584615384615385,31,20,11,34,18,16,0.476923076923077,0.526315789473684,116,1,2,3,0,2,1,1,183,26,10,0,1,0,0,0,0,0,0,0
85,0.56,48,37,25,0.52,13,12,35,25,0.294117647058824,0.52,0.564705882352941,0.371428571428571,0.48,-0.108571428571429,1,49,1,105,85,25,60,0.294117647058824,48,13,35,37,12,25,0.564705882352941,0.52,217,1,2,3,1,1,0,2,184,26,10,0,1,0,0,0,0,0,0,0
75,0.54,41,34,42,0.52,22,20,19,14,0.56,0.523809523809524,0.546666666666667,1.15789473684211,1.42857142857143,-0.270676691729323,1,24,2,80,75,42,33,0.56,34,20,14,41,22,19,0.453333333333333,0.476190476190476,192,1,2,3,0,2,1,1,185,26,10,0,1,0,0,0,0,0,0,0
85,0.56,48,37,42,0.44,18,24,30,13,0.494117647058824,0.428571428571429,0.564705882352941,0.6,1.84615384615385,-1.24615384615385,0,56,1,56,85,42,43,0.494117647058824,48,18,30,37,24,13,0.564705882352941,0.428571428571429,168,1,2,3,1,1,0,2,186,26,10,0,1,0,0,0,0,0,0,0
75,0.54,41,34,39,0.44,17,22,24,12,0.52,0.435897435897436,0.546666666666667,0.708333333333333,1.83333333333333,-1.125,0,26,1,26,75,39,36,0.52,41,17,24,34,22,12,0.546666666666667,0.435897435897436,362,2,2,4,0,2,1,1,187,27,10,1,1,1,1,0,1,1,0,0
75,0.52,39,36,44,0.48,21,23,18,13,0.586666666666667,0.477272727272727,0.52,1.16666666666667,1.76923076923077,-0.602564102564102,0,17,2,17,75,44,31,0.586666666666667,36,23,13,39,21,18,0.48,0.522727272727273,353,2,2,4,1,1,0,2,188,27,10,1,1,0,0,0,0,0,0,0
75,0.54,41,34,23,0.52,12,11,29,23,0.306666666666667,0.521739130434783,0.546666666666667,0.413793103448276,0.478260869565217,-0.0644677661169415,1,20,1,76,75,23,52,0.306666666666667,41,12,29,34,11,23,0.546666666666667,0.521739130434783,412,2,2,4,1,1,0,2,189,27,10,1,1,0,0,1,0,0,0,0
65,0.56,37,28,26,0.52,14,12,23,16,0.4,0.538461538461538,0.569230769230769,0.608695652173913,0.75,-0.141304347826087,1,10,1,66,65,26,39,0.4,37,14,23,28,12,16,0.569230769230769,0.538461538461538,402,2,2,4,1,1,0,2,190,27,10,1,1,0,0,1,0,0,0,0
85,0.56,48,37,25,0.52,13,12,35,25,0.294117647058824,0.52,0.564705882352941,0.371428571428571,0.48,-0.108571428571429,1,49,1,105,85,25,60,0.294117647058824,48,13,35,37,12,25,0.564705882352941,0.52,441,2,2,4,1,1,0,2,191,27,10,1,1,0,0,1,0,0,0,0
75,0.54,41,34,40,0.54,22,18,19,16,0.533333333333333,0.55,0.546666666666667,1.15789473684211,1.125,0.0328947368421053,1,25,2,81,75,40,35,0.533333333333333,34,18,16,41,22,19,0.453333333333333,0.45,417,2,2,4,0,2,1,1,192,27,10,1,1,0,0,0,0,0,0,0
85,0.56,48,37,46,0.48,22,24,26,13,0.541176470588235,0.478260869565217,0.564705882352941,0.846153846153846,1.84615384615385,-1,0,54,1,54,85,46,39,0.541176470588235,48,22,26,37,24,13,0.564705882352941,0.478260869565217,390,2,2,4,0,2,1,1,193,27,10,1,1,0,0,1,0,0,0,0
75,0.56,43,32,40,0.52,21,19,22,13,0.533333333333333,0.525,0.573333333333333,0.954545454545455,1.46153846153846,-0.506993006993007,1,30,2,86,75,40,35,0.533333333333333,32,19,13,43,21,22,0.426666666666667,0.475,422,2,2,4,0,2,1,1,194,27,10,1,1,0,0,1,0,0,0,0
75,0.56,43,32,29,0.46,13,16,30,16,0.386666666666667,0.448275862068966,0.573333333333333,0.433333333333333,1,-0.566666666666667,0,28,2,28,75,29,46,0.386666666666667,32,16,16,43,13,30,0.426666666666667,0.551724137931034,364,2,2,4,1,1,0,2,195,27,10,1,1,0,0,0,0,0,0,0
85,0.56,48,37,35,0.54,19,16,29,21,0.411764705882353,0.542857142857143,0.564705882352941,0.655172413793103,0.761904761904762,-0.106732348111658,1,52,1,108,85,35,50,0.411764705882353,48,19,29,37,16,21,0.564705882352941,0.542857142857143,444,2,2,4,1,1,0,2,196,27,10,1,1,0,0,1,0,0,0,0
85,0.52,45,40,37,0.54,20,17,25,23,0.435294117647059,0.540540540540541,0.529411764705882,0.8,0.739130434782609,0.0608695652173914,1,36,2,92,85,37,48,0.435294117647059,40,17,23,45,20,25,0.470588235294118,0.459459459459459,316,2,1,2,0,2,0,2,197,28,9,1,0,2,4,1,1,0,1,0
75,0.56,43,32,37,0.56,21,16,22,16,0.493333333333333,0.567567567567568,0.573333333333333,0.954545454545455,1,-0.0454545454545454,1,32,1,88,75,37,38,0.493333333333333,43,21,22,32,16,16,0.573333333333333,0.567567567567568,312,2,1,2,1,1,1,1,198,28,9,1,0,0,0,0,0,0,0,0
65,0.52,34,31,38,0.52,20,18,14,13,0.584615384615385,0.526315789473684,0.523076923076923,1.42857142857143,1.38461538461538,0.043956043956044,1,4,2,60,65,38,27,0.584615384615385,31,18,13,34,20,14,0.476923076923077,0.473684210526316,284,2,1,2,0,2,0,2,199,28,9,1,0,0,0,0,0,0,0,0
65,0.56,37,28,25,0.46,11,14,26,14,0.384615384615385,0.44,0.569230769230769,0.423076923076923,1,-0.576923076923077,0,11,2,11,65,25,40,0.384615384615385,28,14,14,37,11,26,0.430769230769231,0.56,235,2,1,2,1,1,1,1,200,28,9,1,0,0,0,0,0,0,0,0
75,0.52,39,36,44,0.48,21,23,18,13,0.586666666666667,0.477272727272727,0.52,1.16666666666667,1.76923076923077,-0.602564102564102,0,17,2,17,75,44,31,0.586666666666667,36,23,13,39,21,18,0.48,0.522727272727273,241,2,1,2,1,1,1,1,201,28,9,1,0,0,0,1,0,0,0,0
75,0.54,41,34,42,0.52,22,20,19,14,0.56,0.523809523809524,0.546666666666667,1.15789473684211,1.42857142857143,-0.270676691729323,1,24,2,80,75,42,33,0.56,34,20,14,41,22,19,0.453333333333333,0.476190476190476,304,2,1,2,0,2,0,2,202,28,9,1,0,0,0,0,0,0,0,0
85,0.56,48,37,42,0.44,18,24,30,13,0.494117647058824,0.428571428571429,0.564705882352941,0.6,1.84615384615385,-1.24615384615385,0,56,1,56,85,42,43,0.494117647058824,48,18,30,37,24,13,0.564705882352941,0.428571428571429,280,2,1,2,0,2,0,2,203,28,9,1,0,0,0,1,0,0,0,0
75,0.54,41,34,39,0.44,17,22,24,12,0.52,0.435897435897436,0.546666666666667,0.708333333333333,1.83333333333333,-1.125,0,26,1,26,75,39,36,0.52,41,17,24,34,22,12,0.546666666666667,0.435897435897436,250,2,1,2,0,2,0,2,204,28,9,1,0,0,0,1,0,0,0,0
85,0.54,46,39,25,0.46,11,14,35,25,0.294117647058824,0.44,0.541176470588235,0.314285714285714,0.56,-0.245714285714286,0,42,2,42,85,25,60,0.294117647058824,39,14,25,46,11,35,0.458823529411765,0.56,266,2,1,2,1,1,1,1,205,28,9,1,0,0,0,0,0,0,0,0
75,0.54,41,34,30,0.56,17,13,24,21,0.4,0.566666666666667,0.546666666666667,0.708333333333333,0.619047619047619,0.0892857142857143,1,23,1,79,75,30,45,0.4,41,17,24,34,13,21,0.546666666666667,0.566666666666667,79,1,1,1,1,1,1,1,206,29,6,0,0,1,2,1,1,1,0,0
85,0.52,45,40,38,0.48,18,20,27,20,0.447058823529412,0.473684210526316,0.529411764705882,0.666666666666667,1,-0.333333333333333,0,35,2,35,85,38,47,0.447058823529412,40,20,20,45,18,27,0.470588235294118,0.526315789473684,35,1,1,1,0,2,0,2,207,29,6,0,0,0,0,0,0,0,0,0
85,0.54,46,39,26,0.52,14,12,32,27,0.305882352941176,0.538461538461538,0.541176470588235,0.4375,0.444444444444444,-0.00694444444444442,1,41,1,97,85,26,59,0.305882352941176,46,14,32,39,12,27,0.541176470588235,0.538461538461538,97,1,1,1,1,1,1,1,208,29,6,0,0,0,0,0,0,0,0,0
75,0.52,39,36,32,0.56,18,14,21,22,0.426666666666667,0.5625,0.52,0.857142857142857,0.636363636363636,0.220779220779221,1,16,1,72,75,32,43,0.426666666666667,39,18,21,36,14,22,0.52,0.5625,72,1,1,1,1,1,1,1,209,29,6,0,0,0,0,1,0,0,0,0
85,0.54,46,39,25,0.54,14,11,32,28,0.294117647058824,0.56,0.541176470588235,0.4375,0.392857142857143,0.0446428571428572,1,42,2,98,85,25,60,0.294117647058824,39,11,28,46,14,32,0.458823529411765,0.44,98,1,1,1,0,2,0,2,210,29,6,0,0,0,0,0,0,0,0,0
85,0.56,48,37,42,0.44,18,24,30,13,0.494117647058824,0.428571428571429,0.564705882352941,0.6,1.84615384615385,-1.24615384615385,0,56,1,56,85,42,43,0.494117647058824,48,18,30,37,24,13,0.564705882352941,0.428571428571429,56,1,1,1,1,1,1,1,211,29,6,0,0,0,0,0,0,0,0,0
75,0.52,39,36,33,0.54,18,15,21,21,0.44,0.545454545454545,0.52,0.857142857142857,0.714285714285714,0.142857142857143,1,15,2,71,75,33,42,0.44,36,15,21,39,18,21,0.48,0.454545454545455,183,1,2,3,0,2,1,1,212,30,5,0,1,2,3,1,1,0,1,0
85,0.52,45,40,46,0.56,26,20,19,20,0.541176470588235,0.565217391304348,0.529411764705882,1.36842105263158,1,0.368421052631579,1,40,2,96,85,46,39,0.541176470588235,40,20,20,45,26,19,0.470588235294118,0.434782608695652,208,1,2,3,0,2,1,1,213,30,5,0,1,0,0,1,0,0,0,0
75,0.52,39,36,25,0.48,12,13,27,23,0.333333333333333,0.48,0.52,0.444444444444444,0.565217391304348,-0.120772946859903,0,12,2,12,75,25,50,0.333333333333333,36,13,23,39,12,27,0.48,0.52,124,1,2,3,0,2,1,1,214,30,5,0,1,0,0,1,0,0,0,0
85,0.54,46,39,46,0.54,25,21,21,18,0.541176470588235,0.543478260869565,0.541176470588235,1.19047619047619,1.16666666666667,0.0238095238095237,1,47,1,103,85,46,39,0.541176470588235,46,25,21,39,21,18,0.541176470588235,0.543478260869565,215,1,2,3,1,1,0,2,215,30,5,0,1,0,0,0,0,0,0,0
65,0.52,34,31,28,0.56,16,12,18,19,0.430769230769231,0.571428571428571,0.523076923076923,0.888888888888889,0.631578947368421,0.257309941520468,1,3,1,59,65,28,37,0.430769230769231,34,16,18,31,12,19,0.523076923076923,0.571428571428571,171,1,2,3,1,1,0,2,216,30,5,0,1,0,0,1,0,0,0,1
75,0.52,39,36,32,0.44,14,18,25,18,0.426666666666667,0.4375,0.52,0.56,1,-0.44,0,16,1,16,75,32,43,0.426666666666667,39,14,25,36,18,18,0.52,0.4375,352,2,2,4,0,2,1,1,217,31,7,1,1,1,1,0,1,1,0,0
85,0.52,45,40,25,0.46,11,14,34,26,0.294117647058824,0.44,0.529411764705882,0.323529411764706,0.538461538461538,-0.214932126696833,0,34,2,34,85,25,60,0.294117647058824,40,14,26,45,11,34,0.470588235294118,0.56,370,2,2,4,1,1,0,2,218,31,7,1,1,0,0,0,0,0,0,0
65,0.54,36,29,26,0.56,15,11,21,18,0.4,0.576923076923077,0.553846153846154,0.714285714285714,0.611111111111111,0.103174603174603,1,9,1,65,65,26,39,0.4,36,15,21,29,11,18,0.553846153846154,0.576923076923077,401,2,2,4,1,1,0,2,219,31,7,1,1,0,0,1,0,0,0,0
75,0.52,39,36,33,0.54,18,15,21,21,0.44,0.545454545454545,0.52,0.857142857142857,0.714285714285714,0.142857142857143,1,15,2,71,75,33,42,0.44,36,15,21,39,18,21,0.48,0.454545454545455,407,2,2,4,0,2,1,1,220,31,7,1,1,0,0,0,0,0,0,0
65,0.52,34,31,38,0.52,20,18,14,13,0.584615384615385,0.526315789473684,0.523076923076923,1.42857142857143,1.38461538461538,0.043956043956044,1,4,2,60,65,38,27,0.584615384615385,31,18,13,34,20,14,0.476923076923077,0.473684210526316,396,2,2,4,0,2,1,1,221,31,7,1,1,0,0,1,0,0,0,0
65,0.52,34,31,30,0.48,14,16,20,15,0.461538461538462,0.466666666666667,0.523076923076923,0.7,1.06666666666667,-0.366666666666667,0,1,2,1,65,30,35,0.461538461538462,31,16,15,34,14,20,0.476923076923077,0.533333333333333,337,2,2,4,1,1,0,2,222,31,7,1,1,0,0,0,0,0,0,0
75,0.54,41,34,32,0.48,15,17,26,17,0.426666666666667,0.46875,0.546666666666667,0.576923076923077,1,-0.423076923076923,0,21,2,21,75,32,43,0.426666666666667,34,17,17,41,15,26,0.453333333333333,0.53125,357,2,2,4,1,1,0,2,223,31,7,1,1,0,0,1,0,0,0,0
75,0.56,43,32,38,0.46,17,21,26,11,0.506666666666667,0.447368421052632,0.573333333333333,0.653846153846154,1.90909090909091,-1.25524475524476,0,31,1,31,75,38,37,0.506666666666667,43,17,26,32,21,11,0.573333333333333,0.447368421052632,255,2,1,2,0,2,0,2,224,32,8,1,0,2,4,1,1,0,1,0
65,0.54,36,29,26,0.44,11,15,25,14,0.4,0.423076923076923,0.553846153846154,0.44,1.07142857142857,-0.631428571428571,0,9,1,9,65,26,39,0.4,36,11,25,29,15,14,0.553846153846154,0.423076923076923,233,2,1,2,0,2,0,2,225,32,8,1,0,0,0,1,0,0,0,0
75,0.54,41,34,30,0.56,17,13,24,21,0.4,0.566666666666667,0.546666666666667,0.708333333333333,0.619047619047619,0.0892857142857143,1,23,1,79,75,30,45,0.4,41,17,24,34,13,21,0.546666666666667,0.566666666666667,303,2,1,2,1,1,1,1,226,32,8,1,0,0,0,0,0,0,0,0
75,0.52,39,36,24,0.54,13,11,26,25,0.32,0.541666666666667,0.52,0.5,0.44,0.06,1,13,2,69,75,24,51,0.32,36,11,25,39,13,26,0.48,0.458333333333333,293,2,1,2,0,2,0,2,227,32,8,1,0,0,0,0,0,0,0,0
85,0.54,46,39,48,0.52,25,23,21,16,0.564705882352941,0.520833333333333,0.541176470588235,1.19047619047619,1.4375,-0.24702380952381,1,46,1,102,85,48,37,0.564705882352941,46,25,21,39,23,16,0.541176470588235,0.520833333333333,326,2,1,2,1,1,1,1,228,32,8,1,0,0,0,0,0,0,0,0
75,0.52,39,36,25,0.48,12,13,27,23,0.333333333333333,0.48,0.52,0.444444444444444,0.565217391304348,-0.120772946859903,0,12,2,12,75,25,50,0.333333333333333,36,13,23,39,12,27,0.48,0.52,236,2,1,2,1,1,1,1,229,32,8,1,0,0,0,1,0,0,0,0
85,0.56,48,37,44,0.46,20,24,28,13,0.517647058823529,0.454545454545455,0.564705882352941,0.714285714285714,1.84615384615385,-1.13186813186813,0,55,1,55,85,44,41,0.517647058823529,48,20,28,37,24,13,0.564705882352941,0.454545454545455,279,2,1,2,0,2,0,2,230,32,8,1,0,0,0,0,0,0,0,0
75,0.54,41,34,31,0.54,17,14,24,20,0.413333333333333,0.548387096774194,0.546666666666667,0.708333333333333,0.7,0.00833333333333341,1,22,2,78,75,31,44,0.413333333333333,34,14,20,41,17,24,0.453333333333333,0.451612903225806,302,2,1,2,0,2,0,2,231,32,8,1,0,0,0,1,0,0,0,0
65,0.52,34,31,29,0.54,16,13,18,18,0.446153846153846,0.551724137931034,0.523076923076923,0.888888888888889,0.722222222222222,0.166666666666667,1,2,2,58,65,29,36,0.446153846153846,31,13,18,34,16,18,0.476923076923077,0.448275862068966,394,2,2,4,0,2,1,1,232,33,5,1,1,2,3,0,1,0,1,0
85,0.56,48,37,33,0.44,14,19,34,18,0.388235294117647,0.424242424242424,0.564705882352941,0.411764705882353,1.05555555555556,-0.643790849673203,0,53,1,53,85,33,52,0.388235294117647,48,14,34,37,19,18,0.564705882352941,0.424242424242424,389,2,2,4,0,2,1,1,233,33,5,1,1,0,0,1,0,0,0,0
85,0.52,45,40,35,0.56,20,15,25,25,0.411764705882353,0.571428571428571,0.529411764705882,0.8,0.6,0.2,1,37,1,93,85,35,50,0.411764705882353,45,20,25,40,15,25,0.529411764705882,0.571428571428571,429,2,2,4,1,1,0,2,234,33,5,1,1,0,0,0,0,0,0,0
75,0.56,43,32,38,0.46,17,21,26,11,0.506666666666667,0.447368421052632,0.573333333333333,0.653846153846154,1.90909090909091,-1.25524475524476,0,31,1,31,75,38,37,0.506666666666667,43,17,26,32,21,11,0.573333333333333,0.447368421052632,367,2,2,4,0,2,1,1,235,33,5,1,1,0,0,0,0,0,0,0
85,0.52,45,40,38,0.48,18,20,27,20,0.447058823529412,0.473684210526316,0.529411764705882,0.666666666666667,1,-0.333333333333333,0,35,2,35,85,38,47,0.447058823529412,40,20,20,45,18,27,0.470588235294118,0.526315789473684,371,2,2,4,1,1,0,2,236,33,5,1,1,0,0,0,0,0,0,0
85,0.56,48,37,35,0.46,16,19,32,18,0.411764705882353,0.457142857142857,0.564705882352941,0.5,1.05555555555556,-0.555555555555556,0,52,1,52,85,35,50,0.411764705882353,48,16,32,37,19,18,0.564705882352941,0.457142857142857,276,2,1,2,0,2,0,2,237,34,7,1,0,2,4,1,1,0,1,0
85,0.56,48,37,25,0.48,12,13,36,24,0.294117647058824,0.48,0.564705882352941,0.333333333333333,0.541666666666667,-0.208333333333333,0,49,1,49,85,25,60,0.294117647058824,48,12,36,37,13,24,0.564705882352941,0.48,273,2,1,2,0,2,0,2,238,34,7,1,0,0,0,1,0,0,0,0
75,0.52,39,36,34,0.48,16,18,23,18,0.453333333333333,0.470588235294118,0.52,0.695652173913043,1,-0.304347826086957,0,14,2,14,75,34,41,0.453333333333333,36,18,18,39,16,23,0.48,0.529411764705882,238,2,1,2,1,1,1,1,239,34,7,1,0,0,0,0,0,0,0,0
75,0.54,41,34,39,0.56,22,17,19,17,0.52,0.564102564102564,0.546666666666667,1.15789473684211,1,0.157894736842105,1,26,1,82,75,39,36,0.52,41,22,19,34,17,17,0.546666666666667,0.564102564102564,306,2,1,2,1,1,1,1,240,34,7,1,0,0,0,1,0,0,0,0
65,0.56,37,28,26,0.52,14,12,23,16,0.4,0.538461538461538,0.569230769230769,0.608695652173913,0.75,-0.141304347826087,1,10,1,66,65,26,39,0.4,37,14,23,28,12,16,0.569230769230769,0.538461538461538,290,2,1,2,1,1,1,1,241,34,7,1,0,0,0,1,0,0,0,0
75,0.52,39,36,33,0.46,15,18,24,18,0.44,0.454545454545455,0.52,0.625,1,-0.375,0,15,2,15,75,33,42,0.44,36,18,18,39,15,24,0.48,0.545454545454545,239,2,1,2,1,1,1,1,242,34,7,1,0,0,0,1,0,0,0,0
75,0.56,43,32,40,0.48,19,21,24,11,0.533333333333333,0.475,0.573333333333333,0.791666666666667,1.90909090909091,-1.11742424242424,0,30,2,30,75,40,35,0.533333333333333,32,21,11,43,19,24,0.426666666666667,0.525,254,2,1,2,1,1,1,1,243,34,7,1,0,0,0,1,0,0,0,0
85,0.52,45,40,25,0.54,14,11,31,29,0.294117647058824,0.56,0.529411764705882,0.451612903225806,0.379310344827586,0.0723025583982203,1,34,2,90,85,25,60,0.294117647058824,40,11,29,45,14,31,0.470588235294118,0.44,426,2,2,4,0,2,1,1,244,35,7,1,1,2,3,1,1,0,1,0
65,0.52,34,31,28,0.56,16,12,18,19,0.430769230769231,0.571428571428571,0.523076923076923,0.888888888888889,0.631578947368421,0.257309941520468,1,3,1,59,65,28,37,0.430769230769231,34,16,18,31,12,19,0.523076923076923,0.571428571428571,395,2,2,4,1,1,0,2,245,35,7,1,1,0,0,0,0,0,0,0
85,0.54,46,39,35,0.44,15,20,31,19,0.411764705882353,0.428571428571429,0.541176470588235,0.483870967741935,1.05263157894737,-0.568760611205433,0,45,2,45,85,35,50,0.411764705882353,39,20,19,46,15,31,0.458823529411765,0.571428571428571,381,2,2,4,1,1,0,2,246,35,7,1,1,0,0,1,0,0,0,0
65,0.52,34,31,38,0.48,18,20,16,11,0.584615384615385,0.473684210526316,0.523076923076923,1.125,1.81818181818182,-0.693181818181818,0,4,2,4,65,38,27,0.584615384615385,31,20,11,34,18,16,0.476923076923077,0.526315789473684,340,2,2,4,1,1,0,2,247,35,7,1,1,0,0,1,0,0,0,0
75,0.54,41,34,30,0.44,13,17,28,17,0.4,0.433333333333333,0.546666666666667,0.464285714285714,1,-0.535714285714286,0,23,1,23,75,30,45,0.4,41,13,28,34,17,17,0.546666666666667,0.433333333333333,359,2,2,4,0,2,1,1,248,35,7,1,1,0,0,0,0,0,0,0
75,0.52,39,36,42,0.54,23,19,16,17,0.56,0.547619047619048,0.52,1.4375,1.11764705882353,0.319852941176471,1,18,2,74,75,42,33,0.56,36,19,17,39,23,16,0.48,0.452380952380952,410,2,2,4,0,2,1,1,249,35,7,1,1,0,0,1,0,0,0,0
85,0.52,45,40,26,0.52,14,12,31,28,0.305882352941176,0.538461538461538,0.529411764705882,0.451612903225806,0.428571428571429,0.0230414746543779,1,33,2,89,85,26,59,0.305882352941176,40,12,28,45,14,31,0.470588235294118,0.461538461538462,425,2,2,4,0,2,1,1,250,35,7,1,1,0,0,1,0,0,0,0
75,0.54,41,34,23,0.52,12,11,29,23,0.306666666666667,0.521739130434783,0.546666666666667,0.413793103448276,0.478260869565217,-0.0644677661169415,1,20,1,76,75,23,52,0.306666666666667,41,12,29,34,11,23,0.546666666666667,0.521739130434783,188,1,2,3,1,1,0,2,251,36,10,0,1,1,2,0,1,1,0,0
75,0.54,41,34,32,0.48,15,17,26,17,0.426666666666667,0.46875,0.546666666666667,0.576923076923077,1,-0.423076923076923,0,21,2,21,75,32,43,0.426666666666667,34,17,17,41,15,26,0.453333333333333,0.53125,133,1,2,3,0,2,1,1,252,36,10,0,1,0,0,0,0,0,0,0
