N,aimed_PNbig,Nbig,Nsmall,NA,aimed_PAbig,NAbig,NAsmall,NBbig,NBsmall,PA,PAbig,PNbig,PABbig,PABsmall,diff_PAB_bigsmall,congruent,cong_tr_ix,side_cloud1,trial_family,total_elem,total_shapeA,total_shapeB,prop_shapeA_total,elem1,shapeA1,shapeB1,elem2,shapeA2,shapeB2,prop_elem_L_R,prop_shapeA_L_R,trial_ix,stimulus_type,resp_type,block_type,left_opt_best,best_opt,left_best,best_resp,trial_nb,block_nb,block_length,elem_look_at,resp_modality,switch_family,switch_type,same_resp_as_previous,transition_trials,transition_stimulus,transition_response,allow_break
75,0.56,43,32,28,0.56,16,12,27,20,0.373333333333333,0.571428571428571,0.573333333333333,0.592592592592593,0.6,-0.00740740740740742,1,29,2,85,75,28,47,0.373333333333333,32,12,20,43,16,27,0.426666666666667,0.428571428571429,421,2,2,4,0,2,1,1,78,11,10,1,1,2,3,1,1,0,1,0
85,0.52,45,40,26,0.48,12,14,33,26,0.305882352941176,0.461538461538462,0.529411764705882,0.363636363636364,0.538461538461538,-0.174825174825175,0,33,2,33,85,26,59,0.305882352941176,40,14,26,45,12,33,0.470588235294118,0.538461538461538,369,2,2,4,1,1,0,2,79,11,10,1,1,0,0,0,0,0,0,0
65,0.52,34,31,35,0.44,15,20,19,11,0.538461538461538,0.428571428571429,0.523076923076923,0.789473684210526,1.81818181818182,-1.02870813397129,0,6,1,6,65,35,30,0.538461538461538,34,15,19,31,20,11,0.523076923076923,0.428571428571429,342,2,2,4,0,2,1,1,80,11,10,1,1,0,0,0,0,0,0,0
85,0.52,45,40,46,0.56,26,20,19,20,0.541176470588235,0.565217391304348,0.529411764705882,1.36842105263158,1,0.368421052631579,1,40,2,96,85,46,39,0.541176470588235,40,20,20,45,26,19,0.470588235294118,0.434782608695652,432,2,2,4,0,2,1,1,81,11,10,1,1,0,0,1,0,0,0,0
75,0.52,39,36,32,0.56,18,14,21,22,0.426666666666667,0.5625,0.52,0.857142857142857,0.636363636363636,0.220779220779221,1,16,1,72,75,32,43,0.426666666666667,39,18,21,36,14,22,0.52,0.5625,408,2,2,4,1,1,0,2,82,11,10,1,1,0,0,0,0,0,0,0
85,0.54,46,39,26,0.52,14,12,32,27,0.305882352941176,0.538461538461538,0.541176470588235,0.4375,0.444444444444444,-0.00694444444444442,1,41,1,97,85,26,59,0.305882352941176,46,14,32,39,12,27,0.541176470588235,0.538461538461538,433,2,2,4,1,1,0,2,83,11,10,1,1,0,0,1,0,0,0,0
85,0.56,48,37,33,0.56,19,14,29,23,0.388235294117647,0.575757575757576,0.564705882352941,0.655172413793103,0.608695652173913,0.0464767616191903,1,53,1,109,85,33,52,0.388235294117647,48,19,29,37,14,23,0.564705882352941,0.575757575757576,445,2,2,4,1,1,0,2,84,11,10,1,1,0,0,1,0,0,0,0
85,0.54,46,39,25,0.46,11,14,35,25,0.294117647058824,0.44,0.541176470588235,0.314285714285714,0.56,-0.245714285714286,0,42,2,42,85,25,60,0.294117647058824,39,14,25,46,11,35,0.458823529411765,0.56,378,2,2,4,1,1,0,2,85,11,10,1,1,0,0,1,0,0,0,0
65,0.52,34,31,35,0.56,20,15,14,16,0.538461538461538,0.571428571428571,0.523076923076923,1.42857142857143,0.9375,0.491071428571429,1,6,1,62,65,35,30,0.538461538461538,34,20,14,31,15,16,0.523076923076923,0.571428571428571,398,2,2,4,1,1,0,2,86,11,10,1,1,0,0,1,0,0,0,0
75,0.52,39,36,25,0.52,13,12,26,24,0.333333333333333,0.52,0.52,0.5,0.5,0,1,12,2,68,75,25,50,0.333333333333333,36,12,24,39,13,26,0.48,0.48,404,2,2,4,0,2,1,1,87,11,10,1,1,0,0,0,0,0,0,0
75,0.56,43,32,40,0.48,19,21,24,11,0.533333333333333,0.475,0.573333333333333,0.791666666666667,1.90909090909091,-1.11742424242424,0,30,2,30,75,40,35,0.533333333333333,32,21,11,43,19,24,0.426666666666667,0.525,142,1,2,3,0,2,1,1,88,12,6,0,1,1,2,1,1,1,0,0
75,0.56,43,32,30,0.48,14,16,29,16,0.4,0.466666666666667,0.573333333333333,0.482758620689655,1,-0.517241379310345,0,27,1,27,75,30,45,0.4,43,14,29,32,16,16,0.573333333333333,0.466666666666667,139,1,2,3,1,1,0,2,89,12,6,0,1,0,0,0,0,0,0,0
75,0.54,41,34,30,0.44,13,17,28,17,0.4,0.433333333333333,0.546666666666667,0.464285714285714,1,-0.535714285714286,0,23,1,23,75,30,45,0.4,41,13,28,34,17,17,0.546666666666667,0.433333333333333,135,1,2,3,1,1,0,2,90,12,6,0,1,0,0,1,0,0,0,0
85,0.52,45,40,46,0.44,20,26,25,14,0.541176470588235,0.434782608695652,0.529411764705882,0.8,1.85714285714286,-1.05714285714286,0,40,2,40,85,46,39,0.541176470588235,40,26,14,45,20,25,0.470588235294118,0.565217391304348,152,1,2,3,0,2,1,1,91,12,6,0,1,0,0,0,0,0,0,0
75,0.56,43,32,38,0.54,21,17,22,15,0.506666666666667,0.552631578947368,0.573333333333333,0.954545454545455,1.13333333333333,-0.178787878787879,1,31,1,87,75,38,37,0.506666666666667,43,21,22,32,17,15,0.573333333333333,0.552631578947368,199,1,2,3,1,1,0,2,92,12,6,0,1,0,0,0,0,0,0,0
85,0.54,46,39,48,0.48,23,25,23,14,0.564705882352941,0.479166666666667,0.541176470588235,1,1.78571428571429,-0.785714285714286,0,46,1,46,85,48,37,0.564705882352941,46,23,23,39,25,14,0.541176470588235,0.479166666666667,158,1,2,3,1,1,0,2,93,12,6,0,1,0,0,1,0,0,0,1
85,0.56,48,37,42,0.56,24,18,24,19,0.494117647058824,0.571428571428571,0.564705882352941,1,0.947368421052632,0.0526315789473685,1,56,1,112,85,42,43,0.494117647058824,48,24,24,37,18,19,0.564705882352941,0.571428571428571,112,1,1,1,1,1,1,1,94,13,5,0,0,2,4,0,1,0,1,0
85,0.54,46,39,46,0.46,21,25,25,14,0.541176470588235,0.456521739130435,0.541176470588235,0.84,1.78571428571429,-0.945714285714286,0,47,1,47,85,46,39,0.541176470588235,46,21,25,39,25,14,0.541176470588235,0.456521739130435,47,1,1,1,1,1,1,1,95,13,5,0,0,0,0,1,0,0,0,0
65,0.54,36,29,27,0.46,12,15,24,14,0.415384615384615,0.444444444444444,0.553846153846154,0.5,1.07142857142857,-0.571428571428571,0,8,1,8,65,27,38,0.415384615384615,36,12,24,29,15,14,0.553846153846154,0.444444444444444,8,1,1,1,1,1,1,1,96,13,5,0,0,0,0,1,0,0,0,0
75,0.56,43,32,38,0.46,17,21,26,11,0.506666666666667,0.447368421052632,0.573333333333333,0.653846153846154,1.90909090909091,-1.25524475524476,0,31,1,31,75,38,37,0.506666666666667,43,17,26,32,21,11,0.573333333333333,0.447368421052632,31,1,1,1,1,1,1,1,97,13,5,0,0,0,0,1,0,0,0,0
75,0.54,41,34,23,0.52,12,11,29,23,0.306666666666667,0.521739130434783,0.546666666666667,0.413793103448276,0.478260869565217,-0.0644677661169415,1,20,1,76,75,23,52,0.306666666666667,41,12,29,34,11,23,0.546666666666667,0.521739130434783,76,1,1,1,1,1,1,1,98,13,5,0,0,0,0,1,0,0,0,0
85,0.52,45,40,38,0.48,18,20,27,20,0.447058823529412,0.473684210526316,0.529411764705882,0.666666666666667,1,-0.333333333333333,0,35,2,35,85,38,47,0.447058823529412,40,20,20,45,18,27,0.470588235294118,0.526315789473684,259,2,1,2,1,1,1,1,99,14,5,1,0,1,1,1,1,1,0,0
65,0.56,37,28,25,0.54,14,11,23,17,0.384615384615385,0.56,0.569230769230769,0.608695652173913,0.647058823529412,-0.0383631713554987,1,11,2,67,65,25,40,0.384615384615385,28,11,17,37,14,23,0.430769230769231,0.44,291,2,1,2,0,2,0,2,100,14,5,1,0,0,0,0,0,0,0,0
75,0.52,39,36,42,0.46,19,23,20,13,0.56,0.452380952380952,0.52,0.95,1.76923076923077,-0.819230769230769,0,18,2,18,75,42,33,0.56,36,23,13,39,19,20,0.48,0.547619047619048,242,2,1,2,1,1,1,1,101,14,5,1,0,0,0,0,0,0,0,0
85,0.52,45,40,38,0.52,20,18,25,22,0.447058823529412,0.526315789473684,0.529411764705882,0.8,0.818181818181818,-0.0181818181818182,1,35,2,91,85,38,47,0.447058823529412,40,18,22,45,20,25,0.470588235294118,0.473684210526316,315,2,1,2,0,2,0,2,102,14,5,1,0,0,0,0,0,0,0,0
85,0.56,48,37,24,0.54,13,11,35,26,0.282352941176471,0.541666666666667,0.564705882352941,0.371428571428571,0.423076923076923,-0.0516483516483516,1,50,1,106,85,24,61,0.282352941176471,48,13,35,37,11,26,0.564705882352941,0.541666666666667,330,2,1,2,1,1,1,1,103,14,5,1,0,0,0,0,0,0,0,0
75,0.52,39,36,42,0.46,19,23,20,13,0.56,0.452380952380952,0.52,0.95,1.76923076923077,-0.819230769230769,0,18,2,18,75,42,33,0.56,36,23,13,39,19,20,0.48,0.547619047619048,354,2,2,4,1,1,0,2,104,15,9,1,1,2,3,0,1,0,1,0
85,0.54,46,39,25,0.54,14,11,32,28,0.294117647058824,0.56,0.541176470588235,0.4375,0.392857142857143,0.0446428571428572,1,42,2,98,85,25,60,0.294117647058824,39,11,28,46,14,32,0.458823529411765,0.44,434,2,2,4,0,2,1,1,105,15,9,1,1,0,0,0,0,0,0,0
75,0.52,39,36,24,0.54,13,11,26,25,0.32,0.541666666666667,0.52,0.5,0.44,0.06,1,13,2,69,75,24,51,0.32,36,11,25,39,13,26,0.48,0.458333333333333,405,2,2,4,0,2,1,1,106,15,9,1,1,0,0,1,0,0,0,0
85,0.52,45,40,37,0.54,20,17,25,23,0.435294117647059,0.540540540540541,0.529411764705882,0.8,0.739130434782609,0.0608695652173914,1,36,2,92,85,37,48,0.435294117647059,40,17,23,45,20,25,0.470588235294118,0.459459459459459,428,2,2,4,0,2,1,1,107,15,9,1,1,0,0,1,0,0,0,0
85,0.54,46,39,37,0.46,17,20,29,19,0.435294117647059,0.459459459459459,0.541176470588235,0.586206896551724,1.05263157894737,-0.466424682395644,0,44,1,44,85,37,48,0.435294117647059,46,17,29,39,20,19,0.541176470588235,0.459459459459459,380,2,2,4,0,2,1,1,108,15,9,1,1,0,0,1,0,0,0,0
85,0.54,46,39,48,0.52,25,23,21,16,0.564705882352941,0.520833333333333,0.541176470588235,1.19047619047619,1.4375,-0.24702380952381,1,46,1,102,85,48,37,0.564705882352941,46,25,21,39,23,16,0.541176470588235,0.520833333333333,438,2,2,4,1,1,0,2,109,15,9,1,1,0,0,0,0,0,0,0
75,0.54,41,34,39,0.56,22,17,19,17,0.52,0.564102564102564,0.546666666666667,1.15789473684211,1,0.157894736842105,1,26,1,82,75,39,36,0.52,41,22,19,34,17,17,0.546666666666667,0.564102564102564,418,2,2,4,1,1,0,2,110,15,9,1,1,0,0,1,0,0,0,0
75,0.52,39,36,41,0.56,23,18,16,18,0.546666666666667,0.560975609756098,0.52,1.4375,1,0.4375,1,19,1,75,75,41,34,0.546666666666667,39,23,16,36,18,18,0.52,0.560975609756098,411,2,2,4,1,1,0,2,111,15,9,1,1,0,0,1,0,0,0,0
65,0.52,34,31,29,0.46,13,16,21,15,0.446153846153846,0.448275862068966,0.523076923076923,0.619047619047619,1.06666666666667,-0.447619047619048,0,2,2,2,65,29,36,0.446153846153846,31,16,15,34,13,21,0.476923076923077,0.551724137931034,338,2,2,4,1,1,0,2,112,15,9,1,1,0,0,1,0,0,0,0
85,0.56,48,37,42,0.56,24,18,24,19,0.494117647058824,0.571428571428571,0.564705882352941,1,0.947368421052632,0.0526315789473685,1,56,1,112,85,42,43,0.494117647058824,48,24,24,37,18,19,0.564705882352941,0.571428571428571,336,2,1,2,1,1,1,1,113,16,7,1,0,2,4,0,1,0,1,0
75,0.56,43,32,37,0.44,16,21,27,11,0.493333333333333,0.432432432432432,0.573333333333333,0.592592592592593,1.90909090909091,-1.31649831649832,0,32,1,32,75,37,38,0.493333333333333,43,16,27,32,21,11,0.573333333333333,0.432432432432432,256,2,1,2,0,2,0,2,114,16,7,1,0,0,0,0,0,0,0,0
65,0.52,34,31,29,0.54,16,13,18,18,0.446153846153846,0.551724137931034,0.523076923076923,0.888888888888889,0.722222222222222,0.166666666666667,1,2,2,58,65,29,36,0.446153846153846,31,13,18,34,16,18,0.476923076923077,0.448275862068966,282,2,1,2,0,2,0,2,115,16,7,1,0,0,0,1,0,0,0,0
75,0.56,43,32,40,0.52,21,19,22,13,0.533333333333333,0.525,0.573333333333333,0.954545454545455,1.46153846153846,-0.506993006993007,1,30,2,86,75,40,35,0.533333333333333,32,19,13,43,21,22,0.426666666666667,0.475,310,2,1,2,0,2,0,2,116,16,7,1,0,0,0,1,0,0,0,0
85,0.54,46,39,46,0.54,25,21,21,18,0.541176470588235,0.543478260869565,0.541176470588235,1.19047619047619,1.16666666666667,0.0238095238095237,1,47,1,103,85,46,39,0.541176470588235,46,25,21,39,21,18,0.541176470588235,0.543478260869565,327,2,1,2,1,1,1,1,117,16,7,1,0,0,0,0,0,0,0,0
85,0.54,46,39,35,0.44,15,20,31,19,0.411764705882353,0.428571428571429,0.541176470588235,0.483870967741935,1.05263157894737,-0.568760611205433,0,45,2,45,85,35,50,0.411764705882353,39,20,19,46,15,31,0.458823529411765,0.571428571428571,269,2,1,2,1,1,1,1,118,16,7,1,0,0,0,1,0,0,0,0
85,0.52,45,40,25,0.54,14,11,31,29,0.294117647058824,0.56,0.529411764705882,0.451612903225806,0.379310344827586,0.0723025583982203,1,34,2,90,85,25,60,0.294117647058824,40,11,29,45,14,31,0.470588235294118,0.44,314,2,1,2,0,2,0,2,119,16,7,1,0,0,0,0,0,0,0,0
85,0.54,46,39,44,0.44,19,25,27,14,0.517647058823529,0.431818181818182,0.541176470588235,0.703703703703704,1.78571428571429,-1.08201058201058,0,48,1,48,85,44,41,0.517647058823529,46,19,27,39,25,14,0.541176470588235,0.431818181818182,48,1,1,1,1,1,1,1,120,17,7,0,0,1,2,0,1,1,0,0
85,0.52,45,40,48,0.54,26,22,19,18,0.564705882352941,0.541666666666667,0.529411764705882,1.36842105263158,1.22222222222222,0.146198830409357,1,39,1,95,85,48,37,0.564705882352941,45,26,19,40,22,18,0.529411764705882,0.541666666666667,95,1,1,1,1,1,1,1,121,17,7,0,0,0,0,1,0,0,0,0
65,0.52,34,31,28,0.44,12,16,22,15,0.430769230769231,0.428571428571429,0.523076923076923,0.545454545454545,1.06666666666667,-0.521212121212121,0,3,1,3,65,28,37,0.430769230769231,34,12,22,31,16,15,0.523076923076923,0.428571428571429,3,1,1,1,1,1,1,1,122,17,7,0,0,0,0,1,0,0,0,0
75,0.52,39,36,44,0.52,23,21,16,15,0.586666666666667,0.522727272727273,0.52,1.4375,1.4,0.0375000000000001,1,17,2,73,75,44,31,0.586666666666667,36,21,15,39,23,16,0.48,0.477272727272727,73,1,1,1,0,2,0,2,123,17,7,0,0,0,0,0,0,0,0,0
75,0.56,43,32,30,0.52,16,14,27,18,0.4,0.533333333333333,0.573333333333333,0.592592592592593,0.777777777777778,-0.185185185185185,1,27,1,83,75,30,45,0.4,43,16,27,32,14,18,0.573333333333333,0.533333333333333,83,1,1,1,1,1,1,1,124,17,7,0,0,0,0,0,0,0,0,0
85,0.54,46,39,38,0.48,18,20,28,19,0.447058823529412,0.473684210526316,0.541176470588235,0.642857142857143,1.05263157894737,-0.409774436090225,0,43,1,43,85,38,47,0.447058823529412,46,18,28,39,20,19,0.541176470588235,0.473684210526316,43,1,1,1,1,1,1,1,125,17,7,0,0,0,0,1,0,0,0,0
85,0.54,46,39,25,0.46,11,14,35,25,0.294117647058824,0.44,0.541176470588235,0.314285714285714,0.56,-0.245714285714286,0,42,2,42,85,25,60,0.294117647058824,39,14,25,46,11,35,0.458823529411765,0.56,42,1,1,1,0,2,0,2,126,17,7,0,0,0,0,0,0,0,0,0
85,0.52,45,40,50,0.52,26,24,19,16,0.588235294117647,0.52,0.529411764705882,1.36842105263158,1.5,-0.131578947368421,1,38,2,94,85,50,35,0.588235294117647,40,24,16,45,26,19,0.470588235294118,0.48,206,1,2,3,0,2,1,1,127,18,9,0,1,2,3,0,1,0,1,0
75,0.56,43,32,37,0.56,21,16,22,16,0.493333333333333,0.567567567567568,0.573333333333333,0.954545454545455,1,-0.0454545454545454,1,32,1,88,75,37,38,0.493333333333333,43,21,22,32,16,16,0.573333333333333,0.567567567567568,200,1,2,3,1,1,0,2,128,18,9,0,1,0,0,0,0,0,0,0
65,0.56,37,28,25,0.46,11,14,26,14,0.384615384615385,0.44,0.569230769230769,0.423076923076923,1,-0.576923076923077,0,11,2,11,65,25,40,0.384615384615385,28,14,14,37,11,26,0.430769230769231,0.56,123,1,2,3,0,2,1,1,129,18,9,0,1,0,0,0,0,0,0,0
85,0.52,45,40,37,0.46,17,20,28,20,0.435294117647059,0.459459459459459,0.529411764705882,0.607142857142857,1,-0.392857142857143,0,36,2,36,85,37,48,0.435294117647059,40,20,20,45,17,28,0.470588235294118,0.540540540540541,148,1,2,3,0,2,1,1,130,18,9,0,1,0,0,1,0,0,0,0
85,0.56,48,37,44,0.54,24,20,24,17,0.517647058823529,0.545454545454545,0.564705882352941,1,1.17647058823529,-0.176470588235294,1,55,1,111,85,44,41,0.517647058823529,48,24,24,37,20,17,0.564705882352941,0.545454545454545,223,1,2,3,1,1,0,2,131,18,9,0,1,0,0,0,0,0,0,0
85,0.54,46,39,37,0.46,17,20,29,19,0.435294117647059,0.459459459459459,0.541176470588235,0.586206896551724,1.05263157894737,-0.466424682395644,0,44,1,44,85,37,48,0.435294117647059,46,17,29,39,20,19,0.541176470588235,0.459459459459459,156,1,2,3,1,1,0,2,132,18,9,0,1,0,0,1,0,0,0,0
85,0.56,48,37,25,0.48,12,13,36,24,0.294117647058824,0.48,0.564705882352941,0.333333333333333,0.541666666666667,-0.208333333333333,0,49,1,49,85,25,60,0.294117647058824,48,12,36,37,13,24,0.564705882352941,0.48,161,1,2,3,1,1,0,2,133,18,9,0,1,0,0,1,0,0,0,0
85,0.52,45,40,38,0.48,18,20,27,20,0.447058823529412,0.473684210526316,0.529411764705882,0.666666666666667,1,-0.333333333333333,0,35,2,35,85,38,47,0.447058823529412,40,20,20,45,18,27,0.470588235294118,0.526315789473684,147,1,2,3,0,2,1,1,134,18,9,0,1,0,0,0,0,0,0,0
75,0.54,41,34,31,0.54,17,14,24,20,0.413333333333333,0.548387096774194,0.546666666666667,0.708333333333333,0.7,0.00833333333333341,1,22,2,78,75,31,44,0.413333333333333,34,14,20,41,17,24,0.453333333333333,0.451612903225806,190,1,2,3,0,2,1,1,135,18,9,0,1,0,0,1,0,0,0,1
75,0.52,39,36,34,0.52,18,16,21,20,0.453333333333333,0.529411764705882,0.52,0.857142857142857,0.8,0.0571428571428571,1,14,2,70,75,34,41,0.453333333333333,36,16,20,39,18,21,0.48,0.470588235294118,70,1,1,1,0,2,0,2,136,19,7,0,0,2,4,0,1,0,1,0
75,0.56,43,32,29,0.54,16,13,27,19,0.386666666666667,0.551724137931034,0.573333333333333,0.592592592592593,0.684210526315789,-0.0916179337231969,1,28,2,84,75,29,46,0.386666666666667,32,13,19,43,16,27,0.426666666666667,0.448275862068966,84,1,1,1,0,2,0,2,137,19,7,0,0,0,0,1,0,0,0,0
65,0.52,34,31,30,0.48,14,16,20,15,0.461538461538462,0.466666666666667,0.523076923076923,0.7,1.06666666666667,-0.366666666666667,0,1,2,1,65,30,35,0.461538461538462,31,16,15,34,14,20,0.476923076923077,0.533333333333333,1,1,1,1,0,2,0,2,138,19,7,0,0,0,0,1,0,0,0,0
85,0.56,48,37,44,0.46,20,24,28,13,0.517647058823529,0.454545454545455,0.564705882352941,0.714285714285714,1.84615384615385,-1.13186813186813,0,55,1,55,85,44,41,0.517647058823529,48,20,28,37,24,13,0.564705882352941,0.454545454545455,55,1,1,1,1,1,1,1,139,19,7,0,0,0,0,0,0,0,0,0
75,0.54,41,34,30,0.44,13,17,28,17,0.4,0.433333333333333,0.546666666666667,0.464285714285714,1,-0.535714285714286,0,23,1,23,75,30,45,0.4,41,13,28,34,17,17,0.546666666666667,0.433333333333333,23,1,1,1,1,1,1,1,140,19,7,0,0,0,0,1,0,0,0,0
75,0.54,41,34,23,0.48,11,12,30,22,0.306666666666667,0.478260869565217,0.546666666666667,0.366666666666667,0.545454545454545,-0.178787878787879,0,20,1,20,75,23,52,0.306666666666667,41,11,30,34,12,22,0.546666666666667,0.478260869565217,20,1,1,1,1,1,1,1,141,19,7,0,0,0,0,1,0,0,0,0
85,0.56,48,37,46,0.52,24,22,24,15,0.541176470588235,0.521739130434783,0.564705882352941,1,1.46666666666667,-0.466666666666667,1,54,1,110,85,46,39,0.541176470588235,48,24,24,37,22,15,0.564705882352941,0.521739130434783,110,1,1,1,1,1,1,1,142,19,7,0,0,0,0,1,0,0,0,0
75,0.52,39,36,24,0.46,11,13,28,23,0.32,0.458333333333333,0.52,0.392857142857143,0.565217391304348,-0.172360248447205,0,13,2,13,75,24,51,0.32,36,13,23,39,11,28,0.48,0.541666666666667,125,1,2,3,0,2,1,1,143,20,7,0,1,2,3,1,1,0,1,0
85,0.54,46,39,25,0.54,14,11,32,28,0.294117647058824,0.56,0.541176470588235,0.4375,0.392857142857143,0.0446428571428572,1,42,2,98,85,25,60,0.294117647058824,39,11,28,46,14,32,0.458823529411765,0.44,210,1,2,3,0,2,1,1,144,20,7,0,1,0,0,1,0,0,0,0
75,0.52,39,36,44,0.52,23,21,16,15,0.586666666666667,0.522727272727273,0.52,1.4375,1.4,0.0375000000000001,1,17,2,73,75,44,31,0.586666666666667,36,21,15,39,23,16,0.48,0.477272727272727,185,1,2,3,0,2,1,1,145,20,7,0,1,0,0,1,0,0,0,0
75,0.52,39,36,24,0.54,13,11,26,25,0.32,0.541666666666667,0.52,0.5,0.44,0.06,1,13,2,69,75,24,51,0.32,36,11,25,39,13,26,0.48,0.458333333333333,181,1,2,3,0,2,1,1,146,20,7,0,1,0,0,1,0,0,0,0
85,0.54,46,39,38,0.48,18,20,28,19,0.447058823529412,0.473684210526316,0.541176470588235,0.642857142857143,1.05263157894737,-0.409774436090225,0,43,1,43,85,38,47,0.447058823529412,46,18,28,39,20,19,0.541176470588235,0.473684210526316,155,1,2,3,1,1,0,2,147,20,7,0,1,0,0,0,0,0,0,0
65,0.52,34,31,37,0.54,20,17,14,14,0.569230769230769,0.540540540540541,0.523076923076923,1.42857142857143,1.21428571428571,0.214285714285714,1,5,2,61,65,37,28,0.569230769230769,31,17,14,34,20,14,0.476923076923077,0.459459459459459,173,1,2,3,0,2,1,1,148,20,7,0,1,0,0,0,0,0,0,0
75,0.54,41,34,32,0.52,17,15,24,19,0.426666666666667,0.53125,0.546666666666667,0.708333333333333,0.789473684210526,-0.081140350877193,1,21,2,77,75,32,43,0.426666666666667,34,15,19,41,17,24,0.453333333333333,0.46875,189,1,2,3,0,2,1,1,149,20,7,0,1,0,0,1,0,0,0,0
85,0.54,46,39,48,0.48,23,25,23,14,0.564705882352941,0.479166666666667,0.541176470588235,1,1.78571428571429,-0.785714285714286,0,46,1,46,85,48,37,0.564705882352941,46,23,23,39,25,14,0.541176470588235,0.479166666666667,382,2,2,4,0,2,1,1,150,21,6,1,1,1,1,1,1,1,0,0
85,0.56,48,37,25,0.48,12,13,36,24,0.294117647058824,0.48,0.564705882352941,0.333333333333333,0.541666666666667,-0.208333333333333,0,49,1,49,85,25,60,0.294117647058824,48,12,36,37,13,24,0.564705882352941,0.48,385,2,2,4,0,2,1,1,151,21,6,1,1,0,0,1,0,0,0,0
75,0.56,43,32,40,0.48,19,21,24,11,0.533333333333333,0.475,0.573333333333333,0.791666666666667,1.90909090909091,-1.11742424242424,0,30,2,30,75,40,35,0.533333333333333,32,21,11,43,19,24,0.426666666666667,0.525,366,2,2,4,1,1,0,2,152,21,6,1,1,0,0,0,0,0,0,0
85,0.56,48,37,42,0.44,18,24,30,13,0.494117647058824,0.428571428571429,0.564705882352941,0.6,1.84615384615385,-1.24615384615385,0,56,1,56,85,42,43,0.494117647058824,48,18,30,37,24,13,0.564705882352941,0.428571428571429,392,2,2,4,0,2,1,1,153,21,6,1,1,0,0,0,0,0,0,0
75,0.52,39,36,44,0.52,23,21,16,15,0.586666666666667,0.522727272727273,0.52,1.4375,1.4,0.0375000000000001,1,17,2,73,75,44,31,0.586666666666667,36,21,15,39,23,16,0.48,0.477272727272727,409,2,2,4,0,2,1,1,154,21,6,1,1,0,0,1,0,0,0,0
75,0.54,41,34,30,0.56,17,13,24,21,0.4,0.566666666666667,0.546666666666667,0.708333333333333,0.619047619047619,0.0892857142857143,1,23,1,79,75,30,45,0.4,41,17,24,34,13,21,0.546666666666667,0.566666666666667,415,2,2,4,1,1,0,2,155,21,6,1,1,0,0,0,0,0,0,0
75,0.54,41,34,23,0.48,11,12,30,22,0.306666666666667,0.478260869565217,0.546666666666667,0.366666666666667,0.545454545454545,-0.178787878787879,0,20,1,20,75,23,52,0.306666666666667,41,11,30,34,12,22,0.546666666666667,0.478260869565217,132,1,2,3,1,1,0,2,156,22,5,0,1,1,2,1,1,1,0,0
85,0.56,48,37,24,0.46,11,13,37,24,0.282352941176471,0.458333333333333,0.564705882352941,0.297297297297297,0.541666666666667,-0.244369369369369,0,50,1,50,85,24,61,0.282352941176471,48,11,37,37,13,24,0.564705882352941,0.458333333333333,162,1,2,3,1,1,0,2,157,22,5,0,1,0,0,1,0,0,0,0
85,0.52,45,40,37,0.54,20,17,25,23,0.435294117647059,0.540540540540541,0.529411764705882,0.8,0.739130434782609,0.0608695652173914,1,36,2,92,85,37,48,0.435294117647059,40,17,23,45,20,25,0.470588235294118,0.459459459459459,204,1,2,3,0,2,1,1,158,22,5,0,1,0,0,0,0,0,0,0
85,0.54,46,39,48,0.52,25,23,21,16,0.564705882352941,0.520833333333333,0.541176470588235,1.19047619047619,1.4375,-0.24702380952381,1,46,1,102,85,48,37,0.564705882352941,46,25,21,39,23,16,0.541176470588235,0.520833333333333,214,1,2,3,1,1,0,2,159,22,5,0,1,0,0,0,0,0,0,0
75,0.52,39,36,34,0.52,18,16,21,20,0.453333333333333,0.529411764705882,0.52,0.857142857142857,0.8,0.0571428571428571,1,14,2,70,75,34,41,0.453333333333333,36,16,20,39,18,21,0.48,0.470588235294118,182,1,2,3,0,2,1,1,160,22,5,0,1,0,0,0,0,0,0,0
75,0.54,41,34,39,0.44,17,22,24,12,0.52,0.435897435897436,0.546666666666667,0.708333333333333,1.83333333333333,-1.125,0,26,1,26,75,39,36,0.52,41,17,24,34,22,12,0.546666666666667,0.435897435897436,26,1,1,1,1,1,1,1,161,23,5,0,0,2,4,1,1,0,1,0
75,0.54,41,34,31,0.54,17,14,24,20,0.413333333333333,0.548387096774194,0.546666666666667,0.708333333333333,0.7,0.00833333333333341,1,22,2,78,75,31,44,0.413333333333333,34,14,20,41,17,24,0.453333333333333,0.451612903225806,78,1,1,1,0,2,0,2,162,23,5,0,0,0,0,0,0,0,0,0
75,0.52,39,36,44,0.48,21,23,18,13,0.586666666666667,0.477272727272727,0.52,1.16666666666667,1.76923076923077,-0.602564102564102,0,17,2,17,75,44,31,0.586666666666667,36,23,13,39,21,18,0.48,0.522727272727273,17,1,1,1,0,2,0,2,163,23,5,0,0,0,0,1,0,0,0,0
65,0.52,34,31,30,0.52,16,14,18,17,0.461538461538462,0.533333333333333,0.523076923076923,0.888888888888889,0.823529411764706,0.065359477124183,1,1,2,57,65,30,35,0.461538461538462,31,14,17,34,16,18,0.476923076923077,0.466666666666667,57,1,1,1,0,2,0,2,164,23,5,0,0,0,0,1,0,0,0,0
